_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
64f6a7c11f44667c8e4137b7,,189.3,98.97,193.7,90.3,473;2;1;1,time,30,-1,38,29.98,0,81.08,false,false,english,none,normal,false,false,false,,1693886401000
64f0ee670cc38ce3bbcb9e7e,,214.55,100,214.55,71.34,129;0;0;0,words,25,-1,0,7.22,0,0,false,false,english,none,normal,false,false,false,,1693511271000
64f0ec170cc38ce3bbc48721,,189.68,100,189.68,90.55,262;0;0;0,words,50,-1,11,16.58,0,13.37,false,false,english,none,normal,false,false,false,,1693510679000
64f011fd83e8f7f36fa290ac,,163.6,97.45,163.6,80.85,818;0;0;0,time,60,-1,3,60,0,1.74,false,false,english_1k,none,normal,false,false,false,,1693454845000
64f0119083e8f7f36fa28d47,,148.2,96.22,150.99,65.58,741;5;1;0,time,60,-1,243,60,2,525.27,false,false,english_1k,none,normal,false,false,false,,1693454736000
64f00dfb83e8f7f36f9b72a8,,199.39,100,199.39,90.29,260;0;0;0,words,50,-1,51,15.65,0,51.59,false,false,english,none,normal,false,false,false,,1693453819000
64f00d6483e8f7f36f9b6e07,true,220.79,99.29,226.38,90.95,276;0;1;0,time,15,-1,13,15,0,20.12,false,false,english,none,normal,false,false,false,,1693453668000
64f00d1783e8f7f36f9b6bda,true,223.6,100,223.6,68.06,114;0;0;0,words,25,-1,10,6.12,0,10.64,false,false,english,none,normal,false,false,false,,1693453591000
64f00cea83e8f7f36f9b6a95,,207.01,100,207.01,70.97,124;0;0;0,words,25,-1,20,7.19,0,37.3,false,false,english,none,normal,false,false,false,,1693453546000
64f00c7c83e8f7f36f9466b0,,211.79,97.5,220.99,92.25,115;2;0;0,words,25,-1,112,6.52,0,168.24,false,false,english,none,normal,false,false,false,,1693453436000
64f00a2583e8f7f36f94561b,,190.33,98.48,190.33,82.39,513;0;0;0,words,100,-1,81,32.34,0,239.3,false,false,english,none,normal,false,false,false,,1693452837000
64f0082e83e8f7f36f8d482a,true,200.39,100,200.39,86.33,501;0;0;0,time,30,-1,120,30,0,268.18,false,false,english,none,normal,false,false,false,,1693452334000
64f005af83e8f7f36f89b619,true,214.84,100,214.84,73.88,146;0;0;0,words,25,-1,13,8.15,0,19.64,false,false,english,none,normal,false,false,false,,1693451693000
64f0057483e8f7f36f8634fe,,193.27,95.93,208.53,68.15,114;1;2;2,words,25,-1,0,7.08,0,0,false,false,english,none,normal,false,false,false,,1693451636000
64f0056b83e8f7f36f8634c0,,204.02,97.73,212.05,79.9,127;2;0;0,words,25,-1,11,7.47,0,8.69,false,false,english,none,normal,false,false,false,,1693451627000
64f0054a83e8f7f36f8633c2,,207.59,100,207.59,84.06,129;0;0;0,words,25,-1,3,7.46,0,18.03,false,false,english,none,normal,false,false,false,,1693451594000
64f0052783e8f7f36f8632e1,,201.97,100,201.97,90.65,128;0;0;0,words,25,-1,41,7.61,0,67.98,false,false,english,none,normal,false,false,false,,1693451559000
64ee659083e8f7f36f3f3ce5,,180.44,97.16,180.44,66.61,135;0;0;0,words,25,-1,5,8.98,0,7.44,false,false,english,none,normal,false,false,false,,1693345168000
64ee657983e8f7f36f3f3c42,,193.2,95.2,210,68.18,115;4;0;0,words,25,-1,3,7.14,0,3.01,false,false,english,none,normal,false,false,false,,1693345145000
